uid;value;date;station_id
533;33;2022-09-06T04:00:00Z;152210170
534;33;2022-09-06T03:00:00Z;152210170
535;34;2022-09-06T02:00:00Z;152210170
536;34;2022-09-06T01:00:00Z;152210170
537;34;2022-09-06T00:00:00Z;152210170
538;34;2022-09-05T23:00:00Z;152210170
539;34;2022-09-05T22:00:00Z;152210170
540;34;2022-09-05T21:00:00Z;152210170
541;34;2022-09-05T20:00:00Z;152210170
542;34;2022-09-05T19:00:00Z;152210170
543;34;2022-09-05T18:00:00Z;152210170
544;33;2022-09-06T08:00:00Z;152210170
545;33;2022-09-06T07:00:00Z;152210170
546;33;2022-09-06T06:00:00Z;152210170
547;33;2022-09-06T05:00:00Z;152210170
548;32;2022-09-06T12:00:00Z;152210170
549;33;2022-09-06T11:00:00Z;152210170
550;33;2022-09-06T10:00:00Z;152210170
551;33;2022-09-06T09:00:00Z;152210170
552;32;2022-09-06T17:00:00Z;152210170
553;32;2022-09-06T16:00:00Z;152210170
554;32;2022-09-06T15:00:00Z;152210170
555;32;2022-09-06T14:00:00Z;152210170
556;32;2022-09-06T13:00:00Z;152210170
557;30;2022-09-07T03:00:00Z;152210170
558;30;2022-09-07T02:00:00Z;152210170
559;31;2022-09-07T01:00:00Z;152210170
560;31;2022-09-07T00:00:00Z;152210170
561;31;2022-09-06T23:00:00Z;152210170
562;31;2022-09-06T22:00:00Z;152210170
563;31;2022-09-06T21:00:00Z;152210170
564;32;2022-09-06T20:00:00Z;152210170
565;32;2022-09-06T19:00:00Z;152210170
566;32;2022-09-06T18:00:00Z;152210170
567;29;2022-09-07T07:00:00Z;152210170
568;30;2022-09-07T06:00:00Z;152210170
569;30;2022-09-07T05:00:00Z;152210170
570;30;2022-09-07T04:00:00Z;152210170
571;29;2022-09-07T10:00:00Z;152210170
572;29;2022-09-07T09:00:00Z;152210170
573;29;2022-09-07T08:00:00Z;152210170
574;30;2022-09-07T12:00:00Z;152210170
575;30;2022-09-07T11:00:00Z;152210170
576;30;2022-09-07T16:00:00Z;152210170
577;30;2022-09-07T15:00:00Z;152210170
578;30;2022-09-07T14:00:00Z;152210170
579;30;2022-09-07T13:00:00Z;152210170
580;30;2022-09-07T18:00:00Z;152210170
581;30;2022-09-07T17:00:00Z;152210170
582;30;2022-09-08T04:00:00Z;152210170
583;30;2022-09-08T03:00:00Z;152210170
584;30;2022-09-08T02:00:00Z;152210170
585;30;2022-09-08T01:00:00Z;152210170
586;30;2022-09-08T00:00:00Z;152210170
587;30;2022-09-07T23:00:00Z;152210170
588;30;2022-09-07T22:00:00Z;152210170
589;30;2022-09-07T21:00:00Z;152210170
590;30;2022-09-07T20:00:00Z;152210170
591;30;2022-09-07T19:00:00Z;152210170
592;29;2022-09-08T07:00:00Z;152210170
593;30;2022-09-08T06:00:00Z;152210170
594;30;2022-09-08T05:00:00Z;152210170
595;29;2022-09-08T10:00:00Z;152210170
596;29;2022-09-08T09:00:00Z;152210170
597;29;2022-09-08T08:00:00Z;152210170
598;29;2022-09-08T13:00:00Z;152210170
599;29;2022-09-08T12:00:00Z;152210170
600;29;2022-09-08T11:00:00Z;152210170
601;28;2022-09-08T18:00:00Z;152210170
602;28;2022-09-08T17:00:00Z;152210170
603;28;2022-09-08T16:00:00Z;152210170
604;28;2022-09-08T15:00:00Z;152210170
605;29;2022-09-08T14:00:00Z;152210170
606;28;2022-09-09T04:00:00Z;152210170
